Test_Date	County	Total_Number_of_Tests_Performed		
8/18/2023	Hamilton	2		
8/18/2023	Herkimer	8		
8/18/2023	Jefferson	63		
8/18/2023	Kings	1242		
8/18/2023	Lewis	13		
8/18/2023	Livingston	2		
8/18/2023	Long Island	1340		
8/18/2023	Madison	20		
8/18/2023	Mid-Hudson	1226		
8/18/2023	Mohawk Valley	137		
8/18/2023	Monroe	194		
8/18/2023	Montgomery	6		
8/18/2023	Nassau	762		
8/18/2023	New York	813		
8/18/2023	New York City	4080		
8/18/2023	Niagara	9		
8/18/2023	North Country	206		
8/18/2023	Oneida	95		
8/18/2023	Onondaga	248		
8/18/2023	Ontario	21		
8/18/2023	Orange	228		
8/18/2023	Orleans	7		
8/18/2023	Oswego	71		
8/18/2023	Otsego	7		
8/18/2023	Putnam	55		
8/18/2023	Queens	969		
8/18/2023	Rensselaer	50		
8/18/2023	Richmond	202		
8/18/2023	Rockland	168		
8/18/2023	STATEWIDE	8304		
8/18/2023	Saratoga	70		
8/18/2023	Schenectady	21		
8/18/2023	Schoharie	2		
8/18/2023	Schuyler	4		
8/18/2023	Seneca	10		
8/18/2023	Southern Tier	197		
8/18/2023	St. Lawrence	54		
8/18/2023	Steuben	29		
8/18/2023	Suffolk	578		
8/18/2023	Sullivan	32		
8/18/2023	Tioga	4		
8/18/2023	Tompkins	12		
8/18/2023	Ulster	45		
8/18/2023	Warren	26		
8/18/2023	Washington	33		
8/18/2023	Wayne	38		
8/18/2023	Westchester	607		
8/18/2023	Western New York	136		
8/18/2023	Wyoming	9		
8/18/2023	Yates	6		
8/17/2023	Albany	85		
8/17/2023	Allegany	2		
8/17/2023	Bronx	865		
8/17/2023	Broome	27		
8/17/2023	Capital Region	296		
8/17/2023	Cattaraugus	2		
8/17/2023	Cayuga	32		
8/17/2023	Central New York	487		
8/17/2023	Chautauqua	19		
8/17/2023	Chemung	34		
8/17/2023	Chenango	42		
8/17/2023	Clinton	33		
8/17/2023	Columbia	6		
8/17/2023	Cortland	12		
8/17/2023	Delaware	7		
8/17/2023	Dutchess	102		
8/17/2023	Erie	87		
8/17/2023	Essex	21		
8/17/2023	Finger Lakes	379		
8/17/2023	Franklin	27		
8/17/2023	Fulton	18		
8/17/2023	Genesee	9		
8/17/2023	Greene	10		
8/17/2023	Hamilton	0		
8/17/2023	Herkimer	11		
8/17/2023	Jefferson	68		
8/17/2023	Kings	1337		
8/17/2023	Lewis	11		
8/17/2023	Livingston	4		
8/17/2023	Long Island	1526		
8/17/2023	Madison	40		
8/17/2023	Mid-Hudson	1278		
8/17/2023	Mohawk Valley	147		
8/17/2023	Monroe	254		
8/17/2023	Montgomery	17		
8/17/2023	Nassau	926		
8/17/2023	New York	847		
8/17/2023	New York City	4411		
8/17/2023	Niagara	24		
8/17/2023	North Country	222		
8/17/2023	Oneida	92		
8/17/2023	Onondaga	304		
8/17/2023	Ontario	22		
8/17/2023	Orange	286		
8/17/2023	Orleans	1		
8/17/2023	Oswego	99		
8/17/2023	Otsego	5		
8/17/2023	Putnam	57		
8/17/2023	Queens	1130		
8/17/2023	Rensselaer	37		
8/17/2023	Richmond	232		
8/17/2023	Rockland	160		
8/17/2023	STATEWIDE	9035		
8/17/2023	Saratoga	89		
8/17/2023	Schenectady	26		
8/17/2023	Schoharie	4		
8/17/2023	Schuyler	4		
8/17/2023	Seneca	26		
8/17/2023	Southern Tier	155		
8/17/2023	St. Lawrence	62		
8/17/2023	Steuben	18		
8/17/2023	Suffolk	600		
8/17/2023	Sullivan	36		
8/17/2023	Tioga	10		
8/17/2023	Tompkins	13		
8/17/2023	Ulster	55		
8/17/2023	Warren	26		
8/17/2023	Washington	17		
8/17/2023	Wayne	48		
8/17/2023	Westchester	582		
8/17/2023	Western New York	134		
8/17/2023	Wyoming	9		
8/17/2023	Yates	6		
8/16/2023	Albany	81		
8/16/2023	Allegany	2		
8/16/2023	Bronx	971		
8/16/2023	Broome	27		
8/16/2023	Capital Region	262		
8/16/2023	Cattaraugus	9		
8/16/2023	Cayuga	14		
8/16/2023	Central New York	242		
8/16/2023	Chautauqua	30		
8/16/2023	Chemung	50		
8/16/2023	Chenango	27		
8/16/2023	Clinton	39		
8/16/2023	Columbia	11		
8/16/2023	Cortland	12		
8/16/2023	Delaware	2		
8/16/2023	Dutchess	95		
8/16/2023	Erie	84		
8/16/2023	Essex	20		
8/16/2023	Finger Lakes	258		
8/16/2023	Franklin	18		
8/16/2023	Fulton	13		
8/16/2023	Genesee	11		
8/16/2023	Greene	8		
8/16/2023	Hamilton	0		
8/16/2023	Herkimer	8		
8/16/2023	Jefferson	71		
8/16/2023	Kings	1384		
8/16/2023	Lewis	10		
8/16/2023	Livingston	7		
8/16/2023	Long Island	1532		
8/16/2023	Madison	10		
8/16/2023	Mid-Hudson	1428		
8/16/2023	Mohawk Valley	89		
8/16/2023	Monroe	157		
8/16/2023	Montgomery	5		
8/16/2023	Nassau	750		
8/16/2023	New York	869		
8/16/2023	New York City	5145		
8/16/2023	Niagara	16		
8/16/2023	North Country	207		
8/16/2023	Oneida	56		
8/16/2023	Onondaga	160		
8/16/2023	Ontario	22		
8/16/2023	Orange	271		
8/16/2023	Orleans	9		
8/16/2023	Oswego	46		
8/16/2023	Otsego	5		
8/16/2023	Putnam	56		
8/16/2023	Queens	1229		
8/16/2023	Rensselaer	40		
8/16/2023	Richmond	692		
8/16/2023	Rockland	144		
8/16/2023	STATEWIDE	9455		
8/16/2023	Saratoga	54		
8/16/2023	Schenectady	34		
8/16/2023	Schoharie	2		
8/16/2023	Schuyler	1		
8/16/2023	Seneca	14		
8/16/2023	Southern Tier	151		
8/16/2023	St. Lawrence	49		
8/16/2023	Steuben	28		
8/16/2023	Suffolk	782		
8/16/2023	Sullivan	62		
8/16/2023	Tioga	4		
8/16/2023	Tompkins	12		
8/16/2023	Ulster	54		
8/16/2023	Warren	17		
8/16/2023	Washington	17		
8/16/2023	Wayne	30		
8/16/2023	Westchester	746		
8/16/2023	Western New York	141		
8/16/2023	Wyoming	6		
8/16/2023	Yates	2		
8/15/2023	Albany	85		
8/15/2023	Allegany	1		
8/15/2023	Bronx	894		
8/15/2023	Broome	35		
8/15/2023	Capital Region	330		
8/15/2023	Cattaraugus	6		
8/15/2023	Cayuga	13		
8/15/2023	Central New York	283		
8/15/2023	Chautauqua	13		
8/15/2023	Chemung	21		
8/15/2023	Chenango	4		
8/15/2023	Clinton	32		
8/15/2023	Columbia	6		
8/15/2023	Cortland	10		
8/15/2023	Delaware	10		
8/15/2023	Dutchess	75		
8/15/2023	Erie	86		
8/15/2023	Essex	12		
8/15/2023	Finger Lakes	273		
8/15/2023	Franklin	19		
8/15/2023	Fulton	12		
8/15/2023	Genesee	6		
8/15/2023	Greene	4		
8/15/2023	Hamilton	2		
8/15/2023	Herkimer	15		
8/15/2023	Jefferson	88		
8/15/2023	Kings	1348		
8/15/2023	Lewis	21		
8/15/2023	Livingston	6		
8/15/2023	Long Island	1328		
8/15/2023	Madison	13		
8/15/2023	Mid-Hudson	1264		
8/15/2023	Mohawk Valley	156		
8/15/2023	Monroe	187		
8/15/2023	Montgomery	9		
8/15/2023	Nassau	761		
8/15/2023	New York	805		
8/15/2023	New York City	4326		
8/15/2023	Niagara	14		
8/15/2023	North Country	225		
8/15/2023	Oneida	113		
8/15/2023	Onondaga	178		
8/15/2023	Ontario	26		
8/15/2023	Orange	240		
8/15/2023	Orleans	9		
8/15/2023	Oswego	69		
8/15/2023	Otsego	4		
8/15/2023	Putnam	44		
8/15/2023	Queens	1111		
8/15/2023	Rensselaer	35		
8/15/2023	Richmond	168		
8/15/2023	Rockland	138		
8/15/2023	STATEWIDE	8427		
8/15/2023	Saratoga	87		
8/15/2023	Schenectady	23		
8/15/2023	Schoharie	3		
8/15/2023	Schuyler	1		
8/15/2023	Seneca	13		
8/15/2023	Southern Tier	122		
8/15/2023	St. Lawrence	51		
8/15/2023	Steuben	30		
8/15/2023	Suffolk	567		
8/15/2023	Sullivan	29		
8/15/2023	Tioga	6		
8/15/2023	Tompkins	15		
8/15/2023	Ulster	69		
8/15/2023	Warren	14		
8/15/2023	Washington	76		
8/15/2023	Wayne	20		
8/15/2023	Westchester	669		
8/15/2023	Western New York	120		
8/15/2023	Wyoming	3		
8/15/2023	Yates	3		
8/14/2023	Albany	78		
8/14/2023	Allegany	3		
8/14/2023	Bronx	672		
8/14/2023	Broome	33		
8/14/2023	Capital Region	258		
8/14/2023	Cattaraugus	2		
8/14/2023	Cayuga	10		
8/14/2023	Central New York	231		
8/14/2023	Chautauqua	9		
8/14/2023	Chemung	19		
8/14/2023	Chenango	44		
8/14/2023	Clinton	14		
8/14/2023	Columbia	7		
8/14/2023	Cortland	15		
8/14/2023	Delaware	10		
8/14/2023	Dutchess	39		
8/14/2023	Erie	44		
8/14/2023	Essex	7		
8/14/2023	Finger Lakes	159		
8/14/2023	Franklin	12		
8/14/2023	Fulton	11		
8/14/2023	Genesee	8		
8/14/2023	Greene	11		
8/14/2023	Hamilton	2		
8/14/2023	Herkimer	10		
8/14/2023	Jefferson	58		
8/14/2023	Kings	820		
8/14/2023	Lewis	9		
8/14/2023	Livingston	1		
8/14/2023	Long Island	1027		
8/14/2023	Madison	11		
8/14/2023	Mid-Hudson	825		
8/14/2023	Mohawk Valley	100		
8/14/2023	Monroe	96		
8/14/2023	Montgomery	6		
8/14/2023	Nassau	595		
8/14/2023	New York	673		
8/14/2023	New York City	3048		
8/14/2023	Niagara	14		
8/14/2023	North Country	143		
8/14/2023	Oneida	68		
8/14/2023	Onondaga	139		
8/14/2023	Ontario	18		
8/14/2023	Orange	119		
8/14/2023	Orleans	6		
8/14/2023	Oswego	56		
8/14/2023	Otsego	3		
8/14/2023	Putnam	26		
8/14/2023	Queens	745		
8/14/2023	Rensselaer	33		
8/14/2023	Richmond	138		
8/14/2023	Rockland	119		
8/14/2023	STATEWIDE	5992		
8/14/2023	Saratoga	84		
8/14/2023	Schenectady	24		
8/14/2023	Schoharie	2		
8/14/2023	Schuyler	0		
8/14/2023	Seneca	10		
8/14/2023	Southern Tier	129		
8/14/2023	St. Lawrence	41		
8/14/2023	Steuben	3		
8/14/2023	Suffolk	432		
8/14/2023	Sullivan	14		
8/14/2023	Tioga	6		
8/14/2023	Tompkins	14		
8/14/2023	Ulster	36		
8/14/2023	Warren	11		
8/14/2023	Washington	10		
8/14/2023	Wayne	18		
8/14/2023	Westchester	472		
8/14/2023	Western New York	72		
8/14/2023	Wyoming	2		
8/14/2023	Yates	0		
8/13/2023	Albany	45		
8/13/2023	Allegany	1		
8/13/2023	Bronx	592		
8/13/2023	Broome	10		
8/13/2023	Capital Region	166		
8/13/2023	Cattaraugus	9		
8/13/2023	Cayuga	2		
8/13/2023	Central New York	141		
8/13/2023	Chautauqua	18		
8/13/2023	Chemung	22		
8/13/2023	Chenango	4		
8/13/2023	Clinton	15		
8/13/2023	Columbia	4		
8/13/2023	Cortland	8		
8/13/2023	Delaware	3		
8/13/2023	Dutchess	55		
8/13/2023	Erie	37		
8/13/2023	Essex	16		
8/13/2023	Finger Lakes	177		
8/13/2023	Franklin	8		
8/13/2023	Fulton	14		
8/13/2023	Genesee	9		
8/13/2023	Greene	6		
8/13/2023	Hamilton	0		
8/13/2023	Herkimer	3		
8/13/2023	Jefferson	41		
8/13/2023	Kings	893		
8/13/2023	Lewis	4		
8/13/2023	Livingston	9		
8/13/2023	Long Island	964		
8/13/2023	Madison	4		
8/13/2023	Mid-Hudson	706		
8/13/2023	Mohawk Valley	73		
8/13/2023	Monroe	109		
8/13/2023	Montgomery	2		
8/13/2023	Nassau	580		
8/13/2023	New York	493		
8/13/2023	New York City	2842		
8/13/2023	Niagara	8		
8/13/2023	North Country	126		
8/13/2023	Oneida	44		
8/13/2023	Onondaga	93		
8/13/2023	Ontario	10		
8/13/2023	Orange	172		
8/13/2023	Orleans	6		
8/13/2023	Oswego	34		
8/13/2023	Otsego	8		
8/13/2023	Putnam	30		
8/13/2023	Queens	744		
8/13/2023	Rensselaer	34		
8/13/2023	Richmond	120		
8/13/2023	Rockland	80		
8/13/2023	STATEWIDE	5331		
8/13/2023	Saratoga	46		
8/13/2023	Schenectady	12		
8/13/2023	Schoharie	2		
8/13/2023	Schuyler	0		
8/13/2023	Seneca	16		
8/13/2023	Southern Tier	63		
8/13/2023	St. Lawrence	42		
8/13/2023	Steuben	16		
8/13/2023	Suffolk	384		
8/13/2023	Sullivan	18		
8/13/2023	Tioga	2		
8/13/2023	Tompkins	6		
8/13/2023	Ulster	29		
8/13/2023	Warren	14		
8/13/2023	Washington	5		
8/13/2023	Wayne	13		
8/13/2023	Westchester	322		
8/13/2023	Western New York	73		
8/13/2023	Wyoming	2		
8/13/2023	Yates	3		
8/12/2023	Albany	72		
8/12/2023	Allegany	2		
8/12/2023	Bronx	698		
8/12/2023	Broome	6		
8/12/2023	Capital Region	225		
8/12/2023	Cattaraugus	5		
8/12/2023	Cayuga	5		
8/12/2023	Central New York	216		
8/12/2023	Chautauqua	8		
8/12/2023	Chemung	43		
8/12/2023	Chenango	11		
8/12/2023	Clinton	34		
8/12/2023	Columbia	10		
8/12/2023	Cortland	4		
8/12/2023	Delaware	4		
8/12/2023	Dutchess	66		
8/12/2023	Erie	65		
8/12/2023	Essex	15		
8/12/2023	Finger Lakes	290		
8/12/2023	Franklin	8		
8/12/2023	Fulton	8		
8/12/2023	Genesee	9		
8/12/2023	Greene	13		
8/12/2023	Hamilton	0		
8/12/2023	Herkimer	1		
8/12/2023	Jefferson	53		
8/12/2023	Kings	1104		
8/12/2023	Lewis	8		
8/12/2023	Livingston	4		
8/12/2023	Long Island	1170		
8/12/2023	Madison	9		
8/12/2023	Mid-Hudson	923		
8/12/2023	Mohawk Valley	68		
8/12/2023	Monroe	214		
8/12/2023	Montgomery	7		
8/12/2023	Nassau	687		
8/12/2023	New York	729		
8/12/2023	New York City	3739		
8/12/2023	Niagara	12		
8/12/2023	North Country	155		
8/12/2023	Oneida	47		
8/12/2023	Onondaga	146		
8/12/2023	Ontario	22		
8/12/2023	Orange	187		
8/12/2023	Orleans	2		
8/12/2023	Oswego	52		
8/12/2023	Otsego	4		
8/12/2023	Putnam	38		
8/12/2023	Queens	1087		
8/12/2023	Rensselaer	29		
8/12/2023	Richmond	121		
8/12/2023	Rockland	132		
8/12/2023	STATEWIDE	6991		
8/12/2023	Saratoga	61		
8/12/2023	Schenectady	16		
8/12/2023	Schoharie	1		
8/12/2023	Schuyler	2		
8/12/2023	Seneca	4		
8/12/2023	Southern Tier	113		
8/12/2023	St. Lawrence	37		
8/12/2023	Steuben	38		
8/12/2023	Suffolk	483		
8/12/2023	Sullivan	28		
8/12/2023	Tioga	3		
8/12/2023	Tompkins	6		
8/12/2023	Ulster	27		
8/12/2023	Warren	16		
8/12/2023	Washington	8		
8/12/2023	Wayne	34		
8/12/2023	Westchester	445		
8/12/2023	Western New York	92		
8/12/2023	Wyoming	0		
8/12/2023	Yates	1		
8/11/2023	Albany	95		
8/11/2023	Allegany	1		
8/11/2023	Bronx	864		
8/11/2023	Broome	18		
8/11/2023	Capital Region	282		
8/11/2023	Cattaraugus	6		
8/11/2023	Cayuga	12		
8/11/2023	Central New York	409		
8/11/2023	Chautauqua	14		
8/11/2023	Chemung	52		
8/11/2023	Chenango	40		
8/11/2023	Clinton	34		
8/11/2023	Columbia	10		
8/11/2023	Cortland	8		
8/11/2023	Delaware	5		
8/11/2023	Dutchess	96		
8/11/2023	Erie	81		
8/11/2023	Essex	12		
8/11/2023	Finger Lakes	211		
8/11/2023	Franklin	15		
8/11/2023	Fulton	13		
8/11/2023	Genesee	13		
8/11/2023	Greene	3		
8/11/2023	Hamilton	2		
8/11/2023	Herkimer	24		
8/11/2023	Jefferson	54		
8/11/2023	Kings	1248		
8/11/2023	Lewis	16		
8/11/2023	Livingston	5		
8/11/2023	Long Island	1329		
8/11/2023	Madison	18		
8/11/2023	Mid-Hudson	1155		
8/11/2023	Mohawk Valley	133		
8/11/2023	Monroe	132		
8/11/2023	Montgomery	2		
8/11/2023	Nassau	731		
8/11/2023	New York	856		
8/11/2023	New York City	4287		
8/11/2023	Niagara	20		
8/11/2023	North Country	178		
8/11/2023	Oneida	84		
8/11/2023	Onondaga	317		
8/11/2023	Ontario	16		
8/11/2023	Orange	261		
8/11/2023	Orleans	8		
8/11/2023	Oswego	54		
8/11/2023	Otsego	7		
8/11/2023	Putnam	51		
8/11/2023	Queens	1183		
8/11/2023	Rensselaer	32		
8/11/2023	Richmond	136		
8/11/2023	Rockland	146		
8/11/2023	STATEWIDE	8261		
8/11/2023	Saratoga	67		
8/11/2023	Schenectady	30		
8/11/2023	Schoharie	3		
8/11/2023	Schuyler	2		
8/11/2023	Seneca	10		
8/11/2023	Southern Tier	155		
8/11/2023	St. Lawrence	45		
8/11/2023	Steuben	19		
8/11/2023	Suffolk	598		
8/11/2023	Sullivan	32		
8/11/2023	Tioga	4		
8/11/2023	Tompkins	15		
8/11/2023	Ulster	66		
8/11/2023	Warren	20		
8/11/2023	Washington	25		
8/11/2023	Wayne	25		
8/11/2023	Westchester	503		
8/11/2023	Western New York	122		
8/11/2023	Wyoming	1		
8/11/2023	Yates	1		
8/10/2023	Albany	80		
8/10/2023	Allegany	2		
8/10/2023	Bronx	878		
8/10/2023	Broome	15		
8/10/2023	Capital Region	275		
8/10/2023	Cattaraugus	4		
8/10/2023	Cayuga	10		
8/10/2023	Central New York	256		
8/10/2023	Chautauqua	11		
8/10/2023	Chemung	37		
8/10/2023	Chenango	5		
8/10/2023	Clinton	24		
8/10/2023	Columbia	7		
8/10/2023	Cortland	7		
8/10/2023	Delaware	9		
8/10/2023	Dutchess	72		
8/10/2023	Erie	82		
8/10/2023	Essex	15		
8/10/2023	Finger Lakes	334		
8/10/2023	Franklin	17		
8/10/2023	Fulton	14		
8/10/2023	Genesee	14		
8/10/2023	Greene	10		
8/10/2023	Hamilton	1		
8/10/2023	Herkimer	7		
8/10/2023	Jefferson	72		
8/10/2023	Kings	1192		
8/10/2023	Lewis	12		
8/10/2023	Livingston	6		
8/10/2023	Long Island	1355		
8/10/2023	Madison	17		
8/10/2023	Mid-Hudson	1209		
8/10/2023	Mohawk Valley	100		
8/10/2023	Monroe	226		
8/10/2023	Montgomery	8		
8/10/2023	Nassau	776		
8/10/2023	New York	884		
8/10/2023	New York City	4074		
8/10/2023	Niagara	22		
8/10/2023	North Country	188		
8/10/2023	Oneida	59		
8/10/2023	Onondaga	152		
8/10/2023	Ontario	27		
8/10/2023	Orange	267		
8/10/2023	Orleans	8		
8/10/2023	Oswego	70		
8/10/2023	Otsego	8		
8/10/2023	Putnam	40		
8/10/2023	Queens	976		
8/10/2023	Rensselaer	51		
8/10/2023	Richmond	144		
8/10/2023	Rockland	143		
8/10/2023	STATEWIDE	8020		
8/10/2023	Saratoga	72		
8/10/2023	Schenectady	34		
8/10/2023	Schoharie	4		
8/10/2023	Schuyler	5		
8/10/2023	Seneca	17		
8/10/2023	Southern Tier	108		
8/10/2023	St. Lawrence	47		
8/10/2023	Steuben	11		
8/10/2023	Suffolk	579		
8/10/2023	Sullivan	30		
8/10/2023	Tioga	10		
8/10/2023	Tompkins	16		
8/10/2023	Ulster	67		
8/10/2023	Warren	13		
8/10/2023	Washington	8		
8/10/2023	Wayne	31		
8/10/2023	Westchester	590		
8/10/2023	Western New York	121		
8/10/2023	Wyoming	3		
8/10/2023	Yates	2		
8/9/2023	Albany	87		
8/9/2023	Allegany	0		
8/9/2023	Bronx	910		
8/9/2023	Broome	13		
8/9/2023	Capital Region	294		
8/9/2023	Cattaraugus	7		
8/9/2023	Cayuga	13		
8/9/2023	Central New York	264		
8/9/2023	Chautauqua	14		
8/9/2023	Chemung	54		
8/9/2023	Chenango	44		
8/9/2023	Clinton	23		
8/9/2023	Columbia	6		
8/9/2023	Cortland	8		
8/9/2023	Delaware	7		
8/9/2023	Dutchess	72		
8/9/2023	Erie	76		
8/9/2023	Essex	21		
8/9/2023	Finger Lakes	249		
8/9/2023	Franklin	21		
8/9/2023	Fulton	11		
8/9/2023	Genesee	18		
8/9/2023	Greene	25		
8/9/2023	Hamilton	3		
8/9/2023	Herkimer	12		
8/9/2023	Jefferson	52		
8/9/2023	Kings	1155		
8/9/2023	Lewis	12		
8/9/2023	Livingston	4		
8/9/2023	Long Island	1308		
8/9/2023	Madison	12		
8/9/2023	Mid-Hudson	1074		
8/9/2023	Mohawk Valley	90		
8/9/2023	Monroe	162		
8/9/2023	Montgomery	3		
8/9/2023	Nassau	798		
8/9/2023	New York	736		
8/9/2023	New York City	3918		
8/9/2023	Niagara	14		
8/9/2023	North Country	175		
8/9/2023	Oneida	55		
8/9/2023	Onondaga	172		
8/9/2023	Ontario	16		
8/9/2023	Orange	169		
8/9/2023	Orleans	12		
8/9/2023	Oswego	59		
8/9/2023	Otsego	6		
8/9/2023	Putnam	38		
8/9/2023	Queens	966		
8/9/2023	Rensselaer	36		
8/9/2023	Richmond	151		
8/9/2023	Rockland	144		
8/9/2023	STATEWIDE	7637		
8/9/2023	Saratoga	73		
8/9/2023	Schenectady	36		
8/9/2023	Schoharie	3		
8/9/2023	Schuyler	1		
8/9/2023	Seneca	9		
8/9/2023	Southern Tier	154		
8/9/2023	St. Lawrence	43		
8/9/2023	Steuben	17		
8/9/2023	Suffolk	510		
8/9/2023	Sullivan	39		
8/9/2023	Tioga	4		
8/9/2023	Tompkins	14		
8/9/2023	Ulster	59		
8/9/2023	Warren	20		
8/9/2023	Washington	11		
8/9/2023	Wayne	26		
8/9/2023	Westchester	553		
8/9/2023	Western New York	111		
8/9/2023	Wyoming	0		
8/9/2023	Yates	2		
8/8/2023	Albany	86		
8/8/2023	Allegany	1		
8/8/2023	Bronx	924		
8/8/2023	Broome	19		
8/8/2023	Capital Region	267		
8/8/2023	Cattaraugus	5		
8/8/2023	Cayuga	15		
8/8/2023	Central New York	359		
8/8/2023	Chautauqua	12		
8/8/2023	Chemung	74		
8/8/2023	Chenango	12		
8/8/2023	Clinton	26		
8/8/2023	Columbia	8		
8/8/2023	Cortland	10		
8/8/2023	Delaware	3		
8/8/2023	Dutchess	96		
8/8/2023	Erie	94		
8/8/2023	Essex	10		
8/8/2023	Finger Lakes	267		
8/8/2023	Franklin	17		
8/8/2023	Fulton	34		
8/8/2023	Genesee	18		
8/8/2023	Greene	4		
8/8/2023	Hamilton	1		
8/8/2023	Herkimer	15		
8/8/2023	Jefferson	61		
8/8/2023	Kings	1191		
8/8/2023	Lewis	9		
8/8/2023	Livingston	5		
8/8/2023	Long Island	1385		
8/8/2023	Madison	18		
8/8/2023	Mid-Hudson	1182		
8/8/2023	Mohawk Valley	165		
8/8/2023	Monroe	168		
8/8/2023	Montgomery	19		
8/8/2023	Nassau	747		
8/8/2023	New York	702		
8/8/2023	New York City	4147		
8/8/2023	Niagara	15		
8/8/2023	North Country	186		
8/8/2023	Oneida	87		
8/8/2023	Onondaga	253		
8/8/2023	Ontario	23		
8/8/2023	Orange	229		
8/8/2023	Orleans	3		
8/8/2023	Oswego	63		
8/8/2023	Otsego	5		
8/8/2023	Putnam	57		
8/8/2023	Queens	1138		
8/8/2023	Rensselaer	38		
8/8/2023	Richmond	192		
8/8/2023	Rockland	135		
8/8/2023	STATEWIDE	8247		
8/8/2023	Saratoga	76		
8/8/2023	Schenectady	22		
8/8/2023	Schoharie	5		
8/8/2023	Schuyler	8		
8/8/2023	Seneca	13		
8/8/2023	Southern Tier	162		
8/8/2023	St. Lawrence	62		
8/8/2023	Steuben	21		
8/8/2023	Suffolk	638		
8/8/2023	Sullivan	32		
8/8/2023	Tioga	7		
8/8/2023	Tompkins	18		
8/8/2023	Ulster	55		
8/8/2023	Warren	17		
8/8/2023	Washington	16		
8/8/2023	Wayne	33		
8/8/2023	Westchester	578		
8/8/2023	Western New York	127		
8/8/2023	Wyoming	1		
8/8/2023	Yates	3		
8/7/2023	Albany	68		
8/7/2023	Allegany	2		
8/7/2023	Bronx	455		
8/7/2023	Broome	3		
8/7/2023	Capital Region	218		
8/7/2023	Cattaraugus	3		
8/7/2023	Cayuga	10		
8/7/2023	Central New York	171		
8/7/2023	Chautauqua	11		
8/7/2023	Chemung	8		
8/7/2023	Chenango	3		
8/7/2023	Clinton	13		
8/7/2023	Columbia	7		
8/7/2023	Cortland	6		
8/7/2023	Delaware	7		
8/7/2023	Dutchess	34		
8/7/2023	Erie	73		
8/7/2023	Essex	7		
8/7/2023	Finger Lakes	159		
8/7/2023	Franklin	7		
8/7/2023	Fulton	15		
8/7/2023	Genesee	13		
8/7/2023	Greene	5		
8/7/2023	Hamilton	1		
8/7/2023	Herkimer	4		
8/7/2023	Jefferson	51		
8/7/2023	Kings	805		
8/7/2023	Lewis	8		
8/7/2023	Livingston	3		
8/7/2023	Long Island	893		
8/7/2023	Madison	11		
8/7/2023	Mid-Hudson	690		
8/7/2023	Mohawk Valley	97		
8/7/2023	Monroe	102		
8/7/2023	Montgomery	8		
8/7/2023	Nassau	513		
8/7/2023	New York	546		
8/7/2023	New York City	2761		
8/7/2023	Niagara	10		
8/7/2023	North Country	118		
8/7/2023	Oneida	61		
8/7/2023	Onondaga	115		
8/7/2023	Ontario	13		
8/7/2023	Orange	103		
8/7/2023	Orleans	2		
8/7/2023	Oswego	29		
8/7/2023	Otsego	5		
8/7/2023	Putnam	29		
8/7/2023	Queens	824		
8/7/2023	Rensselaer	35		
8/7/2023	Richmond	131		
8/7/2023	Rockland	125		
8/7/2023	STATEWIDE	5244		
8/7/2023	Saratoga	61		
8/7/2023	Schenectady	15		
8/7/2023	Schoharie	4		
8/7/2023	Schuyler	0		
8/7/2023	Seneca	10		
8/7/2023	Southern Tier	38		
8/7/2023	St. Lawrence	31		
8/7/2023	Steuben	9		
8/7/2023	Suffolk	380		
8/7/2023	Sullivan	6		
8/7/2023	Tioga	0		
8/7/2023	Tompkins	8		
8/7/2023	Ulster	19		
8/7/2023	Warren	17		
8/7/2023	Washington	10		
8/7/2023	Wayne	16		
8/7/2023	Westchester	374		
8/7/2023	Western New York	99		
8/7/2023	Wyoming	0		
8/7/2023	Yates	0		
8/6/2023	Albany	58		
8/6/2023	Allegany	3		
8/6/2023	Bronx	514		
8/6/2023	Broome	4		
8/6/2023	Capital Region	174		
8/6/2023	Cattaraugus	5		
8/6/2023	Cayuga	5		
8/6/2023	Central New York	146		
8/6/2023	Chautauqua	7		
8/6/2023	Chemung	15		
8/6/2023	Chenango	2		
8/6/2023	Clinton	16		
8/6/2023	Columbia	4		
8/6/2023	Cortland	2		
8/6/2023	Delaware	1		
8/6/2023	Dutchess	35		
8/6/2023	Erie	33		
8/6/2023	Essex	5		
8/6/2023	Finger Lakes	145		
8/6/2023	Franklin	5		
8/6/2023	Fulton	5		
8/6/2023	Genesee	11		
8/6/2023	Greene	1		
8/6/2023	Hamilton	1		
8/6/2023	Herkimer	3		
8/6/2023	Jefferson	41		
8/6/2023	Kings	702		
8/6/2023	Lewis	5		
8/6/2023	Livingston	3		
8/6/2023	Long Island	721		
8/6/2023	Madison	8		
8/6/2023	Mid-Hudson	597		
8/6/2023	Mohawk Valley	36		
8/6/2023	Monroe	98		
8/6/2023	Montgomery	3		
8/6/2023	Nassau	423		
